VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,GrossProfit,ProfitMargin,SalesToPurchaseRatio,average_onhand,StockTurnover
1392,CONSTELLATION BRANDS INC   ,43832,3 Blind Moose Pnt Grigio Cal,5.8,10.99,750,548.0,3178.4,749.0,8231.51,83.04,5053.11,61.39,2.59,277.5,2.7
9165,ULTRA BEVERAGE COMPANY LLP ,31345,Cecchi Cern Chianti Clsc RSV,15.64,22.99,750,391.0,6115.24,358.0,8230.42,39.66,2115.18,25.7,1.35,131.5,2.72
4425,MARTIGNETTI COMPANIES,44703,J Lohr Seven Rst Cv Cab Svgn,8.7,13.49,750,627.0,5454.9,610.0,8228.9,68.69,2774.0,33.71,1.51,65.5,9.31
516,BANFI PRODUCTS CORP        ,45524,Natura Valle Cab Svgn Cntrl,5.8,9.99,750,870.0,5046.0,823.0,8221.77,91.52,3175.77,38.63,1.63,321.5,2.56
9165,ULTRA BEVERAGE COMPANY LLP ,12192,Meander Cab Svgn Napa Vly,39.47,59.99,750,168.0,6630.96,137.0,8218.63,15.24,1587.67,19.32,1.24,570.5,0.24
11567,CAMPARI AMERICA            ,356,Carolans Irish Cr Gift Set,9.12,13.49,750,453.0,4131.36,609.0,8215.41,479.92,4084.05,49.71,1.99,979.0,0.62
3252,E & J GALLO WINERY         ,28039,Canyon Rd Merlot,5.88,8.99,1500,901.0,5297.88,913.0,8207.87,205.24,2909.99,35.45,1.55,286.0,3.19
9552,M S WALKER INC             ,16205,Sivas-Sonoma Cab Svgn,11.25,16.99,750,501.0,5636.25,483.0,8206.17,53.62,2569.92,31.32,1.46,333.0,1.45
7245,PROXIMO SPIRITS INC.       ,3792,Jose Cuervo La Familia Rsv,71.42,99.99,750,60.0,4285.2,82.0,8199.18,64.59,3913.98,47.74,1.91,189.0,0.43
4425,MARTIGNETTI COMPANIES,14174,Chalk Hill Estate Red,32.67,49.99,750,161.0,5259.87,164.0,8198.36,18.12,2938.49,35.84,1.56,262.5,0.62
9165,ULTRA BEVERAGE COMPANY LLP ,17170,Zeitgeist Cab Svgn Napa Vly,35.48,54.99,750,97.0,3441.56,149.0,8193.51,16.63,4751.95,58.0,2.38,74.0,2.01
516,BANFI PRODUCTS CORP        ,6344,Walnut Crest Chard Central,6.62,11.99,1500,635.0,4203.7,683.0,8189.17,153.04,3985.47,48.67,1.95,517.0,1.32
1392,CONSTELLATION BRANDS INC   ,16948,Rex Goliath Malbec,3.89,7.99,750,937.0,3644.93,1024.0,8181.76,113.75,4536.83,55.45,2.24,406.5,2.52
10754,PERFECTA WINES             ,16526,Flaco Tempranillo,6.03,8.99,750,856.0,5161.68,908.0,8162.92,100.98,3001.24,36.77,1.58,359.0,2.53
9552,M S WALKER INC             ,24123,Garnacha de Fuego 14 Rose Ar,6.53,9.99,750,820.0,5354.6,817.0,8161.83,90.76,2807.23,34.39,1.52,103.5,7.89
1703,ALISA CARR BEVERAGES,8015,Bayou Satsuma Rum Liqueur,14.81,19.99,750,1106.0,16379.86,408.0,8155.92,321.88,-8223.94,-100.83,0.5,950.0,0.43
4425,MARTIGNETTI COMPANIES,27083,Santa Margherita Rose Brut,13.69,19.99,750,638.0,8734.22,408.0,8155.92,45.57,-578.3,-7.09,0.93,230.0,1.77
9552,M S WALKER INC             ,38953,Aldial Naia Rueda White,8.27,11.99,750,689.0,5698.03,680.0,8153.2,75.63,2455.17,30.11,1.43,281.5,2.42
90024,VINILANDIA USA             ,23365,Elderton Barossa Shiraz,14.28,21.99,750,464.0,6625.92,370.0,8136.3,41.0,1510.38,18.56,1.23,213.0,1.74
9552,M S WALKER INC             ,15076,Cigar Box Cab Svgn Valle Cen,7.74,11.99,750,707.0,5472.18,678.0,8129.22,75.06,2657.04,32.69,1.49,330.5,2.05
653,STATE WINE & SPIRITS   ,14724,Tozai Blossom of Peace,11.48,18.99,720,456.0,5234.88,428.0,8127.72,46.76,2892.84,35.59,1.55,251.0,1.71
10754,PERFECTA WINES             ,18664,Corvo Moscato Siciliarvo,6.57,9.99,750,949.0,6234.93,812.0,8111.88,90.29,1876.95,23.14,1.3,145.5,5.58
660,SAZERAC NORTH AMERICA INC. ,1028,Amaretto di Amore VAP,5.71,7.99,750,1593.0,9096.03,1015.0,8109.85,799.22,-986.18,-12.16,0.89,1208.0,0.84
9552,M S WALKER INC             ,43184,Writer's Block Cab Franc,10.45,15.99,750,560.0,5852.0,507.0,8106.93,56.43,2254.93,27.81,1.39,191.5,2.65
8112,MOET HENNESSY USA INC      ,4109,Hennessy Paradis Imperial,2109.37,2699.99,750,2.0,4218.74,3.0,8099.97,2.37,3881.23,47.92,1.92,135.5,0.02
2000,SOUTHERN WINE & SPIRITS NE ,23327,Ch Cheval Blanc St Emil 11,616.43,899.99,750,9.0,5547.87,9.0,8099.91,1.02,2552.04,31.51,1.46,86.0,0.1
12546,JIM BEAM BRANDS COMPANY    ,281,Kamora Coffee Gift Pack,7.14,10.99,750,693.0,4948.02,736.0,8088.64,580.29,3140.62,38.83,1.63,445.5,1.65
9552,M S WALKER INC             ,8877,Latour Beaujolais Villages,9.08,13.99,750,538.0,4885.04,578.0,8086.22,64.01,3201.18,39.59,1.66,368.0,1.57
8352,LUXCO INC                  ,1078,Ezra Brooks Bourbon Cream,9.77,12.99,750,960.0,9379.2,622.0,8079.78,489.68,-1299.42,-16.08,0.86,338.0,1.84
17032,JEWELL TOWNE VINEYARDS     ,42117,Jewell Towne Chardonnay,9.6,14.49,750,574.0,5510.4,557.0,8070.93,61.48,2560.53,31.73,1.46,698.5,0.8
9552,M S WALKER INC             ,38822,Castano Yecla Monastrell Red,6.84,9.99,750,595.0,4069.8,807.0,8061.93,89.65,3992.13,49.52,1.98,845.0,0.96
4425,MARTIGNETTI COMPANIES,16000,Drouhin Pouilly Fuisse,16.21,23.99,750,362.0,5868.02,336.0,8060.64,37.19,2192.62,27.2,1.37,251.0,1.34
7239,REMY COINTREAU USA INC     ,6186,Rene Junot White,7.84,11.99,1500,665.0,5213.6,672.0,8057.28,150.49,2843.68,35.29,1.55,491.5,1.37
7153,PINE STATE TRADING CO      ,6814,Il Tramonto Amaretto,15.74,19.99,750,780.0,12277.2,403.0,8055.97,317.9,-4221.23,-52.4,0.66,791.0,0.51
2000,SOUTHERN WINE & SPIRITS NE ,19465,Flagstone Longitude Red,4.72,6.99,750,1159.0,5470.48,1152.0,8052.48,128.74,2582.0,32.06,1.47,25.0,46.08
9552,M S WALKER INC             ,24699,Alfred Gratien Champagne Bru,31.07,49.99,750,256.0,7953.92,161.0,8048.39,17.78,94.47,1.17,1.01,498.5,0.32
4692,KOBRAND CORPORATION        ,25186,Jadot Ch d Jacques Morgon 11,8.66,12.99,750,49.0,424.34,619.0,8040.81,68.94,7616.47,94.72,18.95,836.0,0.74
4425,MARTIGNETTI COMPANIES,20788,Mt Tabor Galilee Chard,11.1,16.99,750,471.0,5228.1,473.0,8036.27,52.55,2808.17,34.94,1.54,479.0,0.99
90010,VINEXTRA INC               ,44199,Foris Rogue Vly Gewurz,10.27,14.99,750,653.0,6706.31,536.0,8034.64,59.28,1328.33,16.53,1.2,151.5,3.54
6215,MOONLIGHT MEADERY          ,18837,Moonlight Meadery Red Dress,8.66,12.99,375,843.0,7300.38,618.0,8027.82,36.15,727.44,9.06,1.1,986.5,0.63
9165,ULTRA BEVERAGE COMPANY LLP ,28690,Stonehedge Merlot Cal,6.66,9.99,750,805.0,5361.3,802.0,8011.98,89.15,2650.68,33.08,1.49,286.5,2.8
3960,DIAGEO NORTH AMERICA INC   ,6270,Shady Fruit Valencia Orange,0.77,0.99,50,5088.0,3917.76,8085.0,8004.15,420.84,4086.39,51.05,2.04,1671.5,4.84
12546,JIM BEAM BRANDS COMPANY    ,2953,Bowmore Mizurana,746.26,999.99,750,3.0,2238.78,8.0,7999.92,6.3,5761.14,72.01,3.57,118.5,0.07
10754,PERFECTA WINES             ,15688,Cheval Blanc St Emilion 08,299.99,499.99,750,12.0,3599.88,16.0,7999.84,1.78,4399.96,55.0,2.22,42.0,0.38
653,STATE WINE & SPIRITS   ,23800,Boya Svgn Bl,9.2,15.99,750,262.0,2410.4,500.0,7995.0,55.53,5584.6,69.85,3.32,562.0,0.89
2000,SOUTHERN WINE & SPIRITS NE ,23230,High Valley Svgn Bl 13 Lake,9.39,13.99,750,41.0,384.99,571.0,7988.29,63.48,7603.3,95.18,20.75,541.0,1.06
17035,PERNOD RICARD USA          ,10792,Perrier Jouet Fleur Rose,107.48,169.9,750,21.0,2257.08,47.0,7985.3,5.23,5728.22,71.73,3.54,105.0,0.45
90047,CRUSH WINES                ,15509,Mollydooker Maitre D Cab Svg,17.23,25.99,750,320.0,5513.6,307.0,7978.93,34.19,2465.33,30.9,1.45,131.5,2.33
4425,MARTIGNETTI COMPANIES,41983,Ridge Znfdl Paso Robles,20.4,29.99,750,289.0,5895.6,266.0,7977.34,29.6,2081.74,26.1,1.35,113.0,2.35
10754,PERFECTA WINES             ,27017,Bouchard Aine & Fils Pnt Nr,7.09,10.99,750,1083.0,7678.47,724.0,7956.76,80.54,278.29,3.5,1.04,467.0,1.55
10754,PERFECTA WINES             ,26994,Frank Family Vyds Chard,23.22,35.99,750,372.0,8637.84,221.0,7953.79,24.51,-684.05,-8.6,0.92,277.0,0.8
4425,MARTIGNETTI COMPANIES,10935,Grgich Hills Merlot Napa,27.92,42.99,750,228.0,6365.76,185.0,7953.15,20.45,1587.39,19.96,1.25,326.5,0.57
4425,MARTIGNETTI COMPANIES,26646,Guenoc Petite Sirah N Cst,9.93,14.99,750,557.0,5531.01,530.0,7944.7,58.65,2413.69,30.38,1.44,231.5,2.29
6785,PALM BAY INTERNATIONAL INC ,26680,S A Prum Luminance Rsl Mosel,5.44,7.99,750,1198.0,6517.12,994.0,7942.06,110.79,1424.94,17.94,1.22,330.0,3.01
17032,JEWELL TOWNE VINEYARDS     ,42118,Jewell Towne Seyval NH,6.81,10.49,750,795.0,5413.95,757.0,7940.93,83.84,2526.98,31.82,1.47,858.0,0.88
660,SAZERAC NORTH AMERICA INC. ,8579,Chi Chi's Orange Cream RTD,6.01,10.99,1750,336.0,2019.36,722.0,7934.78,1327.15,5915.42,74.55,3.93,1222.0,0.59
8004,SAZERAC CO INC             ,5495,Ch Monet,11.67,15.99,750,494.0,5764.98,496.0,7931.04,390.75,2166.06,27.31,1.38,215.0,2.31
3960,DIAGEO NORTH AMERICA INC   ,6432,Shady Fruit Real Ruby Red Gr,0.64,0.99,50,4679.0,2994.56,8009.0,7928.91,63.07,4934.35,62.23,2.65,1790.0,4.47
4425,MARTIGNETTI COMPANIES,22294,The Calling Pnt Nr RRV,17.23,24.99,750,400.0,6892.0,317.0,7921.83,35.22,1029.83,13.0,1.15,101.0,3.14
10754,PERFECTA WINES             ,25637,Browne Family Vyds Cab Svgn,26.14,39.99,750,301.0,7868.14,198.0,7918.02,22.03,49.88,0.63,1.01,211.0,0.94
7245,PROXIMO SPIRITS INC.       ,2716,Stranahans Diamond Peak,50.72,69.99,750,122.0,6187.84,113.0,7908.87,89.2,1721.03,21.76,1.28,81.0,1.4
9552,M S WALKER INC             ,11003,Klinker Brick Farrah Syrah,11.25,18.99,750,531.0,5973.75,416.0,7899.84,46.42,1926.09,24.38,1.32,327.5,1.27
3664,WILLIAM GRANT & SONS INC   ,2714,Glenfiddich The Original,76.33,99.99,750,14.0,1068.62,79.0,7899.21,62.3,6830.59,86.47,7.39,316.5,0.25
9819,TREASURY WINE ESTATES      ,24109,Beringer KVR Cab Svgn,34.24,49.99,750,162.0,5546.88,158.0,7898.42,17.52,2351.54,29.77,1.42,22.0,7.18
9165,ULTRA BEVERAGE COMPANY LLP ,44269,Codorniu Original Spklg Cava,6.45,10.99,750,787.0,5076.15,718.0,7890.82,79.99,2814.67,35.67,1.55,389.5,1.84
7255,PSP WINES ,24520,I Lauri Spumante Brut Rose,8.96,12.99,750,793.0,7105.28,607.0,7884.93,67.22,779.65,9.89,1.11,298.0,2.04
660,SAZERAC NORTH AMERICA INC. ,1889,El Toro Gold Tequila,5.5,6.99,1000,1184.0,6512.0,1128.0,7884.72,1184.4,1372.72,17.41,1.21,121.0,9.32
10754,PERFECTA WINES             ,18741,Ca'Momi Pinot Noir Napa Vall,9.8,17.99,750,501.0,4909.8,438.0,7879.62,48.32,2969.82,37.69,1.6,556.5,0.79
9165,ULTRA BEVERAGE COMPANY LLP ,24101,Soli White Blend,5.36,7.99,750,12.0,64.32,986.0,7878.14,109.7,7813.82,99.18,122.48,1012.0,0.97
1587,VINEYARD BRANDS INC        ,21981,Massolino Barolo Serralunga,25.97,39.99,750,201.0,5219.97,197.0,7878.03,21.92,2658.06,33.74,1.51,157.0,1.25
9552,M S WALKER INC             ,6426,Schmitt Sohne Liebfraumilch,9.08,15.99,1500,541.0,4912.28,492.0,7867.08,109.65,2954.8,37.56,1.6,375.5,1.31
9552,M S WALKER INC             ,27432,Emilio Lustau Amontillado S,11.03,15.99,750,528.0,5823.84,492.0,7867.08,54.4,2043.24,25.97,1.35,144.0,3.42
12546,JIM BEAM BRANDS COMPANY    ,876,DeKuyper Creme de Cacao Whit,6.66,8.99,1000,872.0,5807.52,875.0,7866.25,918.75,2058.73,26.17,1.35,442.5,1.98
9165,ULTRA BEVERAGE COMPANY LLP ,2796,Teeling Single Malt Whiskey,47.99,59.99,750,180.0,8638.2,131.0,7858.69,103.41,-779.51,-9.92,0.91,139.0,0.94
1392,CONSTELLATION BRANDS INC   ,42603,3 Blind Moose Merlot Cal,5.99,10.99,750,509.0,3048.91,715.0,7857.85,79.48,4808.94,61.2,2.58,432.0,1.66
4425,MARTIGNETTI COMPANIES,44186,H Brunier Telegramme Pape,31.03,49.99,750,55.0,1706.65,157.0,7848.43,17.41,6141.78,78.25,4.6,299.0,0.53
8320,SHAW ROSS INT L IMP LTD    ,20905,Gekkeikan Suzaku Sake,5.95,8.99,300,911.0,5420.45,873.0,7848.27,37.11,2427.82,30.93,1.45,412.0,2.12
1703,ALISA CARR BEVERAGES,8238,Suerte Blanco Tequila,28.56,35.99,750,620.0,17707.2,218.0,7845.82,172.09,-9861.38,-125.69,0.44,852.0,0.26
10754,PERFECTA WINES             ,15860,Merriam Vyds Rose of Pnt Nr,6.12,19.99,750,392.0,2399.04,392.0,7836.08,43.58,5437.04,69.38,3.27,124.84,3.14
10754,PERFECTA WINES             ,26356,Le Val Grenache Rose,7.43,10.99,750,791.0,5877.13,713.0,7835.87,79.13,1958.74,25.0,1.33,150.0,4.75
3960,DIAGEO NORTH AMERICA INC   ,3677,Shady Fruit Valencia Orange,8.59,11.99,750,254.0,2181.86,653.0,7829.47,514.65,5647.61,72.13,3.59,969.0,0.67
3960,DIAGEO NORTH AMERICA INC   ,3973,Ciroc Ten,181.09,229.99,1000,45.0,8149.05,34.0,7819.66,35.7,-329.39,-4.21,0.96,201.5,0.17
8664,"STOLI GROUP,(USA) LLC      ",7948,Bayou Silver Rum,0.73,0.99,50,14157.0,10334.61,7898.0,7819.02,407.72,-2515.59,-32.17,0.76,6277.0,1.26
4425,MARTIGNETTI COMPANIES,25731,Sonoma Loeb Chard Sangiacomo,15.86,22.99,750,424.0,6724.64,340.0,7816.6,37.74,1091.96,13.97,1.16,174.0,1.95
4425,MARTIGNETTI COMPANIES,6280,Penfolds Koonunga Hill Chard,6.89,9.99,750,797.0,5491.33,782.0,7812.18,86.84,2320.85,29.71,1.42,623.5,1.25
4425,MARTIGNETTI COMPANIES,38165,Jaume Serra Cristalino Rose,6.53,9.99,750,841.0,5491.73,781.0,7802.19,86.77,2310.46,29.61,1.42,317.0,2.46
9819,TREASURY WINE ESTATES      ,24595,Greg Norman Svgn Blanc Marlb,5.86,16.99,750,187.0,1095.82,459.0,7798.41,51.37,6702.59,85.95,7.12,310.0,1.48
4425,MARTIGNETTI COMPANIES,16724,Ch Haut Gravet Saint-Emillon,25.97,39.99,750,5.0,129.85,195.0,7798.05,21.63,7668.2,98.33,60.05,218.0,0.89
8673,STE MICHELLE WINE ESTATES  ,32338,Stags Leap Svgn Bl Napa,16.66,24.99,750,404.0,6730.64,312.0,7796.88,34.56,1066.24,13.68,1.16,131.0,2.38
4425,MARTIGNETTI COMPANIES,31524,Rosemount Pnt Nr Ausl,6.03,8.99,750,806.0,4860.18,867.0,7794.33,96.17,2934.15,37.64,1.6,594.5,1.46
9552,M S WALKER INC             ,32679,Pepperwood Grove Merlot Cal,5.44,7.99,750,689.0,3748.16,975.0,7790.25,108.47,4042.09,51.89,2.08,629.0,1.55
4425,MARTIGNETTI COMPANIES,44755,Bollinger Brut Grande Annee,89.79,131.99,750,16.0,1436.64,59.0,7787.41,6.61,6350.77,81.55,5.42,109.5,0.54
4425,MARTIGNETTI COMPANIES,21342,Dom du Garde Temps Tour Rose,10.52,15.99,750,263.0,2766.76,487.0,7787.13,54.46,5020.37,64.47,2.81,224.0,2.17
4425,MARTIGNETTI COMPANIES,35650,Penley Est Phoenix Cab Svgn,12.92,18.99,750,480.0,6201.6,410.0,7785.9,45.53,1584.3,20.35,1.26,505.0,0.81
3252,E & J GALLO WINERY         ,46165,Barefoot Pnt Grigio Cal,4.45,6.49,187,1230.0,5473.5,1197.0,7768.53,33.78,2295.03,29.54,1.42,62.5,19.15
4425,MARTIGNETTI COMPANIES,14364,Penfolds Grange 2005,299.99,455.99,750,11.0,3299.89,17.0,7751.83,1.9,4451.94,57.43,2.35,117.0,0.15
10754,PERFECTA WINES             ,25162,D.des Senechaux CdP,32.89,49.99,750,59.0,1940.51,155.0,7748.45,17.16,5807.94,74.96,3.99,165.0,0.94
1392,CONSTELLATION BRANDS INC   ,8687,Paul Masson Ruby Burgundy,6.62,9.99,3000,774.0,5123.88,775.0,7742.25,348.75,2618.37,33.82,1.51,255.5,3.03
6785,PALM BAY INTERNATIONAL INC ,23297,Fonterutoli Chianti Clsco,14.76,21.99,750,378.0,5579.28,352.0,7740.48,39.02,2161.2,27.92,1.39,274.0,1.28
7153,PINE STATE TRADING CO      ,27221,Poggio Antico 11 Brunello Mn,39.99,59.99,750,179.0,7158.21,129.0,7738.71,14.31,580.5,7.5,1.08,140.0,0.92
4425,MARTIGNETTI COMPANIES,14666,Raymond Family Clsc Cab Svgn,11.68,19.99,750,397.0,4636.96,387.0,7736.13,42.76,3099.17,40.06,1.67,191.0,2.03
4425,MARTIGNETTI COMPANIES,17325,The Calling Dutton Chard RRV,13.69,19.99,750,399.0,5462.31,387.0,7736.13,42.98,2273.82,29.39,1.42,12.0,32.25
10754,PERFECTA WINES             ,22995,Valckenberg Pinot Blanc,8.84,12.99,750,657.0,5807.88,595.0,7729.05,66.44,1921.17,24.86,1.33,98.0,6.07
8352,LUXCO INC                  ,1022,St Brendans Salted Caramel,10.6,13.99,750,111.0,1176.6,552.0,7722.48,434.96,6545.88,84.76,6.56,1201.0,0.46
1590,DIAGEO CHATEAU ESTATE WINES,37419,Provenance Cab Svgn Rutherfd,24.65,39.99,750,308.0,7592.2,193.0,7718.07,21.45,125.87,1.63,1.02,80.5,2.4
8735,SURVILLE ENTERPRISES CORP  ,16592,B & G Sauternes,11.18,19.99,750,412.0,4606.16,386.0,7716.14,42.63,3109.98,40.3,1.68,372.0,1.04
4425,MARTIGNETTI COMPANIES,38011,Yellow Tail RSV Shiraz Ausl,6.45,9.99,750,739.0,4766.55,772.0,7712.28,85.54,2945.73,38.2,1.62,685.5,1.13
10754,PERFECTA WINES             ,18636,Castello di Cacchiano Rosso,10.95,15.99,750,788.0,8628.6,482.0,7707.18,53.57,-921.42,-11.96,0.89,314.0,1.54
9165,ULTRA BEVERAGE COMPANY LLP ,21412,Cesari Bardolino Chiaretto,5.29,13.99,750,133.0,703.57,550.0,7694.5,61.26,6990.93,90.86,10.94,569.0,0.97
7153,PINE STATE TRADING CO      ,20662,Villa Jolanda Xmas Spumante,6.89,9.99,750,919.0,6331.91,770.0,7692.3,86.08,1360.39,17.69,1.21,150.5,5.12
9165,ULTRA BEVERAGE COMPANY LLP ,26484,Apaltagua Rose Carmenere,7.43,10.99,750,718.0,5334.74,698.0,7671.02,77.4,2336.28,30.46,1.44,38.0,18.37
1392,CONSTELLATION BRANDS INC   ,17915,Thorny Rose Svgn Bl NZ,5.8,8.99,750,928.0,5382.4,852.0,7659.48,94.63,2277.08,29.73,1.42,535.0,1.59
8673,STE MICHELLE WINE ESTATES  ,23240,14 Hands Red Blend Ltd,5.4,7.99,750,958.0,5173.2,958.0,7654.42,107.28,2481.22,32.42,1.48,18.0,53.22
90051,FULCHINO VINEYARD INC      ,24024,Fulchino Vyds Barbera Red,13.69,19.99,750,441.0,6037.29,382.0,7636.18,42.3,1598.89,20.94,1.26,344.5,1.11
9815,WINE GROUP INC             ,10647,Fish Eye Cab Svgn,11.4,16.99,3000,510.0,5814.0,449.0,7628.51,202.05,1814.51,23.79,1.31,174.5,2.57
9165,ULTRA BEVERAGE COMPANY LLP ,10731,A Bichot Chard Bourgogne,9.99,15.99,750,601.0,6003.99,477.0,7627.23,52.76,1623.24,21.28,1.27,299.0,1.6
90053,INCREDIBREW INC            ,24153,Grape Time Wh Cranbery Pnt G,8.72,12.99,750,618.0,5388.96,587.0,7625.13,65.03,2236.17,29.33,1.41,275.5,2.13
7153,PINE STATE TRADING CO      ,20724,Spritz and Giggles,10.13,14.99,750,755.0,7648.15,508.0,7614.92,56.44,-33.23,-0.44,1.0,179.5,2.83
1392,CONSTELLATION BRANDS INC   ,8688,Paul Masson Chablis,6.62,9.99,3000,771.0,5104.02,762.0,7612.38,342.9,2508.36,32.95,1.49,569.5,1.34
3252,E & J GALLO WINERY         ,10235,Sheffield Marsala Silver Lne,6.89,9.99,1500,749.0,5160.61,761.0,7602.39,171.0,2441.78,32.12,1.47,113.0,6.73
4692,KOBRAND CORPORATION        ,42785,Cakebread Benchland Cab Svgn,68.49,99.99,750,32.0,2191.68,76.0,7599.24,8.4,5407.56,71.16,3.47,166.0,0.46
3924,HEAVEN HILL DISTILLERIES   ,4824,Deep Eddy Sweet Tea Vodka,14.72,18.99,750,406.0,5976.32,400.0,7596.0,315.22,1619.68,21.32,1.27,107.0,3.74
7239,REMY COINTREAU USA INC     ,1874,Bruichladdich Octomore 61,84.61,109.99,750,7.0,592.27,69.0,7589.31,54.43,6997.04,92.2,12.81,176.0,0.39
9552,M S WALKER INC             ,16896,Nicolas Catena Zapata Mendza,71.42,109.99,750,83.0,5927.86,69.0,7589.31,7.66,1661.45,21.89,1.28,214.0,0.32
9552,M S WALKER INC             ,19418,Latour 11 Corton-Chrl Bl AC,64.42,95.99,750,108.0,6957.36,79.0,7583.21,8.76,625.85,8.25,1.09,47.0,1.68
9552,M S WALKER INC             ,13122,La Cana Albarino,9.52,15.99,750,469.0,4464.88,474.0,7579.26,52.83,3114.38,41.09,1.7,133.5,3.55
4425,MARTIGNETTI COMPANIES,33953,L Bernard Cotes du Rhone,7.99,11.99,750,549.0,4386.51,632.0,7577.68,69.98,3191.17,42.11,1.73,708.5,0.89
90024,VINILANDIA USA             ,17216,Gerard Metz Pnt Gris,11.76,18.99,750,454.0,5339.04,399.0,7577.01,44.13,2237.97,29.54,1.42,299.5,1.33
9552,M S WALKER INC             ,23267,Siduri Pnt Nr 13 Clos Pepe,30.71,46.99,750,180.0,5527.8,161.0,7565.39,17.88,2037.59,26.93,1.37,176.5,0.91
9552,M S WALKER INC             ,23420,Dom D'Andezon CdRhone Red,8.27,12.99,750,525.0,4341.75,582.0,7560.18,64.36,3218.43,42.57,1.74,623.5,0.93
3960,DIAGEO NORTH AMERICA INC   ,823,Johnnie Walker Red Label,20.43,27.99,1000,221.0,4515.03,270.0,7557.3,283.5,3042.27,40.26,1.67,286.5,0.94
12546,JIM BEAM BRANDS COMPANY    ,4060,Sauza Cucumber Chili Tequila,9.35,14.99,750,153.0,1430.55,504.0,7554.96,397.31,6124.41,81.06,5.28,1149.0,0.44
8673,STE MICHELLE WINE ESTATES  ,18175,Seven Falls Cab Svgn,7.43,10.99,750,709.0,5267.87,687.0,7550.13,77.17,2282.26,30.23,1.43,62.0,11.08
4425,MARTIGNETTI COMPANIES,45128,Paul Hobbs Chard RRV,32.46,49.99,750,79.0,2564.34,151.0,7548.49,16.79,4984.15,66.03,2.94,128.0,1.18
4425,MARTIGNETTI COMPANIES,24759,Sokol Blosser Evolution Sprk,11.03,21.99,750,186.0,2051.58,343.0,7542.57,38.12,5490.99,72.8,3.68,226.5,1.51
2000,SOUTHERN WINE & SPIRITS NE ,27579,Zenato Amarone,43.33,64.99,750,105.0,4549.65,116.0,7538.84,12.93,2989.19,39.65,1.66,152.5,0.76
9165,ULTRA BEVERAGE COMPANY LLP ,19513,SakeMoto Junmai Sake,5.88,8.99,720,825.0,4851.0,837.0,7524.63,91.41,2673.63,35.53,1.55,110.0,7.61
9552,M S WALKER INC             ,43900,Clio Jumilla Red,31.03,44.99,750,191.0,5926.73,167.0,7513.33,18.67,1586.6,21.12,1.27,112.0,1.49
9206,PHILLIPS PRODUCTS CO.      ,3597,UV Sangria Vodka,6.51,8.99,750,312.0,2031.12,835.0,7506.65,657.95,5475.53,72.94,3.7,558.5,1.5
3664,WILLIAM GRANT & SONS INC   ,2827,Glenfiddich 26 Yr Old Scotch,396.82,499.99,750,40.0,15872.8,15.0,7499.85,11.84,-8372.95,-111.64,0.47,169.0,0.09
8112,MOET HENNESSY USA INC      ,1808,Ardbeg 21 Yr Single Malt,373.13,499.99,750,36.0,13432.68,15.0,7499.85,11.81,-5932.83,-79.11,0.56,111.0,0.14
4425,MARTIGNETTI COMPANIES,25777,Ch Bonnet Red,8.96,13.99,750,608.0,5447.68,536.0,7498.64,59.43,2050.96,27.35,1.38,391.0,1.37
4425,MARTIGNETTI COMPANIES,26769,Fire & Flood The Flood Pnt N,33.11,49.99,750,183.0,6059.13,150.0,7498.5,16.69,1439.37,19.2,1.24,69.0,2.17
7153,PINE STATE TRADING CO      ,22524,Dry Creek Vyds Est Block 10,18.82,29.99,750,266.0,5006.12,250.0,7497.5,27.71,2491.38,33.23,1.5,270.0,0.93
9165,ULTRA BEVERAGE COMPANY LLP ,18278,Cecchi Nobile Montepulciano,16.1,24.99,750,289.0,4652.9,300.0,7497.0,33.26,2844.1,37.94,1.61,244.5,1.23
90024,VINILANDIA USA             ,23933,Sequinot-Bordet Chablis Four,22.14,32.99,750,311.0,6885.54,227.0,7488.73,25.12,603.19,8.05,1.09,102.0,2.23
10754,PERFECTA WINES             ,20932,Frey Vyds Organic Agrul Red,7.43,10.99,750,701.0,5208.43,681.0,7484.19,75.53,2275.76,30.41,1.44,251.0,2.71
3252,E & J GALLO WINERY         ,23851,Louis M Martini Cab Svgn,6.81,10.49,750,714.0,4862.34,713.0,7479.37,80.13,2617.03,34.99,1.54,63.5,11.23
1590,DIAGEO CHATEAU ESTATE WINES,10242,Rosenblum RSV Znfdl Monte Rs,15.17,21.99,750,37.0,561.29,340.0,7476.6,37.94,6915.31,92.49,13.32,493.0,0.69
4425,MARTIGNETTI COMPANIES,13062,P Michael Apres Midi Svgn Bl,33.33,52.99,750,77.0,2566.41,141.0,7471.59,15.8,4905.18,65.65,2.91,75.0,1.88
9552,M S WALKER INC             ,24558,Dom La Fage Cve Nicholas VdP,7.43,12.99,750,421.0,3128.03,575.0,7469.25,64.09,4341.22,58.12,2.39,205.0,2.8
3960,DIAGEO NORTH AMERICA INC   ,5925,Pimms Blackberry & Elderflwr,14.05,17.99,750,129.0,1812.45,415.0,7465.85,327.16,5653.4,75.72,4.12,628.0,0.66
