VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,GrossProfit,ProfitMargin,SalesToPurchaseRatio,average_onhand,StockTurnover
2000,SOUTHERN WINE & SPIRITS NE ,23235,Mud House Svgn Bl,7.18,14.99,750,2169.0,15573.42,2037.0,30534.63,226.45,14961.21,49.0,1.96,348.0,5.85
653,STATE WINE & SPIRITS   ,20557,The Other Red,7.84,11.99,750,2574.0,20180.16,2546.0,30526.54,282.77,10346.38,33.89,1.51,631.0,4.03
8352,LUXCO INC                  ,2008,Rebel Yell Small Batch Rye,16.66,21.99,750,1334.0,22224.44,1388.0,30522.12,1094.6,8297.68,27.19,1.37,918.0,1.51
653,STATE WINE & SPIRITS   ,4147,Kirk and Sweeney 18 Yr Rum,28.77,44.99,750,667.0,19189.59,677.0,30458.23,533.72,11268.64,37.0,1.59,360.0,1.88
9165,ULTRA BEVERAGE COMPANY LLP ,15315,Middle Sister Sweet & Sassy,6.57,9.99,750,3082.0,20248.74,3046.0,30429.54,337.7,10180.8,33.46,1.5,653.0,4.66
7153,PINE STATE TRADING CO      ,5070,Russo Limoncello,17.85,25.99,750,1209.0,21580.65,1170.0,30408.3,922.88,8827.65,29.03,1.41,1136.5,1.03
1392,CONSTELLATION BRANDS INC   ,13854,Mark West Pnt Nr RRV,10.34,14.99,750,1821.0,18829.14,2026.0,30369.74,224.61,11540.6,38.0,1.61,629.5,3.22
9552,M S WALKER INC             ,25210,Siduri Pnt Nr Williamette Vy,14.28,21.99,750,1697.0,24233.16,1381.0,30368.19,153.42,6135.03,20.2,1.25,586.0,2.36
90024,VINILANDIA USA             ,20204,Dibon Cava Brut Rsv,7.58,12.99,750,2637.0,19988.46,2337.0,30357.63,260.24,10369.17,34.16,1.52,738.0,3.17
8664,"STOLI GROUP,(USA) LLC      ",8788,Stolichnaya,1.53,1.99,50,16439.0,25151.67,15240.0,30327.6,792.54,5175.93,17.07,1.21,4685.5,3.25
90047,CRUSH WINES                ,15092,Anne Amie Pnt Nr,16.44,29.99,750,1043.0,17146.92,1011.0,30319.89,112.16,13172.97,43.45,1.77,526.0,1.92
1128,BROWN-FORMAN CORP          ,6195,Korbel Brut,19.04,27.99,1500,1071.0,20391.84,1083.0,30313.17,241.46,9921.33,32.73,1.49,675.0,1.6
4425,MARTIGNETTI COMPANIES,19581,Girard Cab Svgn,15.78,26.99,750,1104.0,17421.12,1123.0,30309.77,124.45,12888.65,42.52,1.74,712.5,1.58
1392,CONSTELLATION BRANDS INC   ,38179,Rex Goliath Chard,4.13,7.99,750,3770.0,15570.1,3792.0,30298.08,422.08,14727.98,48.61,1.95,1057.0,3.59
4425,MARTIGNETTI COMPANIES,39518,J Lohr Riverstone Chard,16.23,24.99,1500,1281.0,20790.63,1211.0,30262.89,270.16,9472.26,31.3,1.46,390.0,3.11
4425,MARTIGNETTI COMPANIES,22344,Rioja Bordon Rsva Tempranllo,9.99,16.99,750,1972.0,19700.28,1781.0,30259.19,197.61,10558.91,34.89,1.54,465.5,3.83
3252,E & J GALLO WINERY         ,44145,Red Rock Merlot Cal,5.8,8.99,750,3398.0,19708.4,3357.0,30179.43,372.66,10471.03,34.7,1.53,1088.5,3.08
6785,PALM BAY INTERNATIONAL INC ,4498,Calvados Boulard Grnd Brandy,28.56,42.99,750,795.0,22705.2,702.0,30178.98,553.64,7473.78,24.76,1.33,835.5,0.84
9165,ULTRA BEVERAGE COMPANY LLP ,24379,Madison's Ranch Cab Svgn,8.78,12.99,750,1359.0,11932.02,2323.0,30175.77,260.43,18243.75,60.46,2.53,1078.0,2.15
12546,JIM BEAM BRANDS COMPANY    ,1340,Jim Beam Jacob's Ghost,14.05,21.99,750,542.0,7615.1,1372.0,30170.28,1081.27,22555.18,74.76,3.96,1066.0,1.29
3252,E & J GALLO WINERY         ,28887,Livingston Nat Flvrs Chard,8.38,12.99,3000,2341.0,19617.58,2320.0,30136.8,1044.0,10519.22,34.9,1.54,1235.5,1.88
9819,TREASURY WINE ESTATES      ,35918,Stone Cellars Pnt Grigio,6.49,10.99,1500,2773.0,17996.77,2742.0,30134.58,612.01,12137.81,40.28,1.67,1164.5,2.35
3960,DIAGEO NORTH AMERICA INC   ,829,Tanqueray Sterling Vodka,10.71,14.99,1000,1944.0,20820.24,2009.0,30114.91,2109.45,9294.67,30.86,1.45,64.5,31.15
4425,MARTIGNETTI COMPANIES,44182,Tommasi Poggio Al Tufo Rompi,10.73,15.99,750,1917.0,20569.41,1881.0,30077.19,208.75,9507.78,31.61,1.46,639.0,2.94
516,BANFI PRODUCTS CORP        ,6478,C Y Toro Frontera Merlot,4.72,8.99,1500,2786.0,13149.92,3345.0,30071.55,746.53,16921.63,56.27,2.29,1698.5,1.97
1587,VINEYARD BRANDS INC        ,13792,The Wolftrap Syrah Vio Mourv,6.16,9.99,750,3080.0,18972.8,3009.0,30059.91,334.62,11087.11,36.88,1.58,614.5,4.9
4692,KOBRAND CORPORATION        ,25988,Infamous Goose Svgn Bl,10.52,15.99,750,2253.0,23701.56,1878.0,30029.22,209.2,6327.66,21.07,1.27,645.0,2.91
9815,WINE GROUP INC             ,40051,Concannon Select Vyds Pnt Nr,4.54,7.99,750,3703.0,16811.62,3755.0,30002.45,418.34,13190.83,43.97,1.78,995.0,3.77
8352,LUXCO INC                  ,3305,Canada House Canadian Whisky,8.65,12.49,1750,1395.0,12066.75,2402.0,30000.98,4414.29,17934.23,59.78,2.49,978.5,2.45
4425,MARTIGNETTI COMPANIES,15528,Cannonball Chard,9.33,14.99,750,1845.0,17213.85,2001.0,29994.99,223.21,12781.14,42.61,1.74,1327.0,1.51
17035,PERNOD RICARD USA          ,21151,Flight Song Svgn Bl,6.57,13.99,750,2154.0,14151.78,2144.0,29994.56,239.18,15842.78,52.82,2.12,582.0,3.68
8892,TRINCHERO FAMILY ESTATES   ,17161,Seaglass Pnt Grigio,8.1,11.99,750,2865.0,23206.5,2501.0,29986.99,279.43,6780.49,22.61,1.29,544.0,4.6
8673,STE MICHELLE WINE ESTATES  ,18733,Antinori Villa Chianti Class,18.49,26.99,750,1204.0,22261.96,1111.0,29985.89,123.05,7723.93,25.76,1.35,765.5,1.45
8112,MOET HENNESSY USA INC      ,3233,Belvedere Wild Berry,16.66,22.99,750,1178.0,19625.48,1304.0,29978.96,1027.93,10353.48,34.54,1.53,912.0,1.43
4425,MARTIGNETTI COMPANIES,39450,Ponzi Willamette Pnt Nr,23.8,36.99,750,890.0,21182.0,810.0,29961.9,89.74,8779.9,29.3,1.41,454.0,1.78
4425,MARTIGNETTI COMPANIES,37826,Yellow Tail Cab Svgn Ausl,4.66,6.99,750,4215.0,19641.9,4286.0,29959.14,477.16,10317.24,34.44,1.53,1376.5,3.11
8892,TRINCHERO FAMILY ESTATES   ,2042,Amador Double Barrel Bourbon,28.56,39.99,750,841.0,24018.96,749.0,29952.51,590.8,5933.55,19.81,1.25,569.0,1.32
3252,E & J GALLO WINERY         ,13930,Gallo Copperidge Pnt Grigio,4.72,6.99,1500,4226.0,19946.72,4282.0,29931.18,963.26,9984.46,33.36,1.5,385.0,11.12
4425,MARTIGNETTI COMPANIES,21277,Nicholson Ranch Chard Son Ct,13.79,19.99,750,213.0,2937.27,1497.0,29925.03,166.66,26987.76,90.18,10.19,797.0,1.88
17035,PERNOD RICARD USA          ,2617,Yellow Spot Irish Whisky,72.99,99.99,750,260.0,18977.4,299.0,29897.01,235.89,10919.61,36.52,1.58,312.5,0.96
6213,MHW LTD                    ,5502,RumChata Liqueur,0.77,0.99,50,32838.0,25285.26,30178.0,29876.22,1577.72,4590.96,15.37,1.18,1996.0,15.12
4425,MARTIGNETTI COMPANIES,18578,O'Shaugnessey Cab Svgn Howel,52.62,79.99,750,239.0,12576.18,373.0,29836.27,41.64,17260.09,57.85,2.37,147.0,2.54
3252,E & J GALLO WINERY         ,24029,W Hill Est Cntrl Cst Pnt Nr,10.34,14.99,750,1955.0,20214.7,1990.0,29830.1,220.86,9615.4,32.23,1.48,673.5,2.95
3252,E & J GALLO WINERY         ,21232,Barefoot Bubbly Prosecco,6.62,9.99,750,3184.0,21078.08,2983.0,29800.17,331.81,8722.09,29.27,1.41,1106.5,2.7
9552,M S WALKER INC             ,36200,Four Vines Truant Znfdl,8.21,13.99,750,1954.0,16042.34,2127.0,29756.73,236.01,13714.39,46.09,1.85,1312.5,1.62
1189,BULLY BOY DISTILLERS       ,3298,Bully Boy Boston Rum,22.89,29.99,750,1324.0,30306.36,991.0,29720.09,781.56,-586.27,-1.97,0.98,765.0,1.3
480,BACARDI USA INC            ,8368,Bacardi Superior Rum,1.51,1.99,100,14957.0,22585.07,14922.0,29694.78,1562.93,7109.71,23.94,1.31,1270.5,11.74
9165,ULTRA BEVERAGE COMPANY LLP ,24753,Girl & Dragon Cab Svgn,7.58,13.99,750,2704.0,20496.32,2122.0,29686.78,236.94,9190.46,30.96,1.45,762.0,2.78
9815,WINE GROUP INC             ,15295,Flip Flop Pnt Grigio,3.44,5.99,750,5013.0,17244.72,4954.0,29674.46,552.86,12429.74,41.89,1.72,508.5,9.74
8352,LUXCO INC                  ,5187,Arrow White Creme de Cacao,6.1,7.99,750,3784.0,23082.4,3713.0,29666.87,2926.15,6584.47,22.19,1.29,1033.5,3.59
516,BANFI PRODUCTS CORP        ,16829,C Y Toro Gran Reserva Cab Sv,9.52,13.99,750,2186.0,20810.72,2117.0,29616.83,234.79,8806.11,29.73,1.42,1101.5,1.92
9552,M S WALKER INC             ,26098,Champy Brut Sonoma Cnty,12.98,24.99,750,1314.0,17055.72,1185.0,29613.15,132.25,12557.43,42.4,1.74,147.0,8.06
1655,FABRIZIA SPIRITS LLC       ,3542,Vera Limon Vodka,17.59,21.99,750,1805.0,31749.95,1346.0,29598.54,1061.18,-2151.41,-7.27,0.93,837.0,1.61
4425,MARTIGNETTI COMPANIES,14061,Shafer One Pnt Five Cab Svgn,51.61,79.99,750,155.0,7999.55,370.0,29596.3,41.29,21596.75,72.97,3.7,247.5,1.49
3664,WILLIAM GRANT & SONS INC   ,5707,Art in the Age Rhubarb Tea,21.42,32.99,750,944.0,20220.48,897.0,29592.03,707.61,9371.55,31.67,1.46,1235.5,0.73
6785,PALM BAY INTERNATIONAL INC ,43432,Montgras RSV Svgn Bl Casabln,3.94,5.99,750,5326.0,20984.44,4940.0,29590.6,553.09,8606.16,29.08,1.41,512.0,9.65
3252,E & J GALLO WINERY         ,14690,Bridlewood Pnt Nr Monterey C,6.84,13.99,750,1809.0,12373.56,2115.0,29588.85,235.55,17215.29,58.18,2.39,690.0,3.07
1392,CONSTELLATION BRANDS INC   ,38406,Simi Landslide Cab Svgn Alex,15.68,23.99,750,1177.0,18455.36,1233.0,29579.67,137.01,11124.31,37.61,1.6,513.0,2.4
9552,M S WALKER INC             ,294,Old Mexico Gold Tequila,6.79,8.49,1000,3520.0,23900.8,3483.0,29570.67,3657.15,5669.87,19.17,1.24,152.5,22.84
8004,SAZERAC CO INC             ,5708,Dr McGillicuddy's Root Beer,0.38,0.49,50,66026.0,25089.88,60074.0,29436.26,3141.11,4346.38,14.77,1.17,4274.0,14.06
9552,M S WALKER INC             ,38542,Avalon Cab Svgn Cal,7.18,12.99,750,2283.0,16391.94,2266.0,29435.34,252.48,13043.4,44.31,1.8,744.5,3.04
480,BACARDI USA INC            ,4232,Castillo Silver Label Rum,6.48,8.29,1000,3412.0,22109.76,3550.0,29429.5,3727.5,7319.74,24.87,1.33,430.0,8.26
90047,CRUSH WINES                ,21145,David Girard Vyds Code Rouge,7.79,11.99,750,2446.0,19054.34,2454.0,29423.46,274.28,10369.12,35.24,1.54,590.0,4.16
4425,MARTIGNETTI COMPANIES,25706,North by Northwest Rose,4.76,6.99,750,4204.0,20011.04,4204.0,29385.96,470.0,9374.92,31.9,1.47,1338.85,3.14
8664,"STOLI GROUP,(USA) LLC      ",15470,Achaval Ferrer Quimera,15.33,22.99,750,1283.0,19668.39,1277.0,29358.23,142.49,9689.84,33.01,1.49,24.0,53.21
9552,M S WALKER INC             ,26428,Latour Macon Village Chamery,9.14,13.99,750,2103.0,19221.42,2094.0,29295.06,232.8,10073.64,34.39,1.52,624.5,3.35
8673,STE MICHELLE WINE ESTATES  ,32107,Erath Pnt Gris Ore,8.27,12.99,750,2320.0,19186.4,2255.0,29292.45,250.46,10106.05,34.5,1.53,579.5,3.89
660,SAZERAC NORTH AMERICA INC. ,3998,Monte Alban Mezcal,13.63,19.99,750,1535.0,20922.05,1463.0,29245.37,1153.23,8323.32,28.46,1.4,606.0,2.41
1392,CONSTELLATION BRANDS INC   ,44452,Ravenswood Zen of Zin Znfdl,6.49,10.99,750,2603.0,16893.47,2658.0,29211.42,294.97,12317.95,42.17,1.73,894.5,2.97
4425,MARTIGNETTI COMPANIES,13793,Yellow Tail Svgn Bl,6.8,9.99,1500,2921.0,19862.8,2919.0,29160.81,652.46,9298.01,31.89,1.47,540.0,5.41
9819,TREASURY WINE ESTATES      ,6438,Beringer Classic Chenin Blan,3.22,5.99,750,4919.0,15839.18,4868.0,29159.32,544.08,13320.14,45.68,1.84,1087.5,4.48
9165,ULTRA BEVERAGE COMPANY LLP ,27591,Righetti Amarone Valpo Clsc,20.94,31.99,750,884.0,18510.96,910.0,29110.9,100.7,10599.94,36.41,1.57,525.0,1.73
9815,WINE GROUP INC             ,26755,Franzia Chianti Tap,9.67,14.99,5000,1941.0,18769.47,1942.0,29110.58,1456.5,10341.11,35.52,1.55,885.5,2.19
2561,EDRINGTON AMERICAS         ,2312,The Macallan No.2 Edition,78.73,99.99,750,314.0,24721.22,291.0,29097.09,229.31,4375.87,15.04,1.18,113.0,2.58
1655,FABRIZIA SPIRITS LLC       ,4411,Fabrizia's Italian Margarita,7.24,9.99,750,2358.0,17071.92,2908.0,29050.92,2292.13,11979.0,41.23,1.7,1219.0,2.39
4425,MARTIGNETTI COMPANIES,14415,Peter Lehmann Layers Red,5.4,7.99,750,3633.0,19618.2,3633.0,29027.67,407.1,9409.47,32.42,1.48,1157.01,3.14
3089,SIDNEY FRANK IMPORTING CO  ,2158,Sortilege Liqueur,12.4,16.99,375,1729.0,21439.6,1708.0,29018.92,670.16,7579.32,26.12,1.35,1396.5,1.22
9165,ULTRA BEVERAGE COMPANY LLP ,31163,Bonterra Viognier Orgnic,9.39,13.99,750,2129.0,19991.31,2069.0,28945.31,229.23,8954.0,30.93,1.45,746.0,2.77
17035,PERNOD RICARD USA          ,2412,JP Wiser's Rye,15.38,21.99,750,1178.0,18117.64,1314.0,28894.86,1036.24,10777.22,37.3,1.59,1530.0,0.86
10754,PERFECTA WINES             ,36991,Duck Pond Pnt Gris Ore,7.18,10.99,750,2681.0,19249.58,2628.0,28881.72,292.76,9632.14,33.35,1.5,688.5,3.82
9552,M S WALKER INC             ,3525,Gold Crown Vodka,4.8,6.29,1000,4631.0,22228.8,4591.0,28877.39,4820.55,6648.59,23.02,1.3,347.0,13.23
10754,PERFECTA WINES             ,38950,Corvo Sicily Nero D'Avola,6.8,9.99,750,2911.0,19794.8,2890.0,28871.1,321.12,9076.3,31.44,1.46,986.5,2.93
4425,MARTIGNETTI COMPANIES,17985,Ponzi Tavola Pnt Nr,16.43,26.99,750,1132.0,18598.76,1067.0,28798.33,118.22,10199.57,35.42,1.55,626.5,1.7
10754,PERFECTA WINES             ,26716,Arpa Brunello di Montalcino,21.76,31.99,750,1208.0,26286.08,898.0,28727.02,100.21,2440.94,8.5,1.09,418.0,2.15
653,STATE WINE & SPIRITS   ,19258,The Beach House Chard,6.45,9.99,750,2856.0,18421.2,2875.0,28721.25,318.9,10300.05,35.86,1.56,674.5,4.26
3252,E & J GALLO WINERY         ,39410,Mirassou Cab Svgn Cal,6.12,8.99,750,3184.0,19486.08,3186.0,28642.14,354.19,9156.06,31.97,1.47,914.0,3.49
1587,VINEYARD BRANDS INC        ,29192,Perrin Chtnf du Pape,21.99,33.99,750,890.0,19571.1,840.0,28551.6,93.18,8980.5,31.45,1.46,416.0,2.02
12546,JIM BEAM BRANDS COMPANY    ,5696,Midori Melon Liqueur,8.39,12.99,375,2805.0,23533.95,2196.0,28526.04,859.7,4992.09,17.5,1.21,1257.0,1.75
4425,MARTIGNETTI COMPANIES,19814,Rodney Strong Charlottes Svg,8.9,12.99,750,2199.0,19571.1,2191.0,28461.09,243.33,8889.99,31.24,1.45,796.0,2.75
6785,PALM BAY INTERNATIONAL INC ,26683,Heritance Svgn Bl,5.84,8.99,750,3500.0,20440.0,3162.0,28426.38,354.09,7986.38,28.09,1.39,824.0,3.84
90027,POVERTY LANE ORCHARDS      ,43920,Farnum Hill Semi-Dry Cider,8.05,11.99,750,2353.0,18941.65,2370.0,28416.3,263.1,9474.65,33.34,1.5,1067.5,2.22
4425,MARTIGNETTI COMPANIES,23349,Guigal Cotes du Rhone Rose,9.99,14.99,750,1858.0,18561.42,1895.0,28406.05,211.58,9844.63,34.66,1.53,52.5,36.1
4425,MARTIGNETTI COMPANIES,10680,Segura Viudas Brut RSV,7.18,10.99,750,2679.0,19235.22,2584.0,28398.16,288.2,9162.94,32.27,1.48,604.5,4.27
8673,STE MICHELLE WINE ESTATES  ,34951,Ch Ste Michelle Eroica Rsl W,11.48,17.99,750,1801.0,20675.48,1576.0,28352.24,174.93,7676.76,27.08,1.37,1102.5,1.43
2000,SOUTHERN WINE & SPIRITS NE ,28775,C K Mondavi Merlot,7.58,10.99,1500,2672.0,20253.76,2577.0,28321.23,574.52,8067.47,28.49,1.4,1042.5,2.47
1392,CONSTELLATION BRANDS INC   ,6214,Taylor Red Port,9.08,13.99,3000,2038.0,18505.04,2020.0,28259.8,909.0,9754.76,34.52,1.53,363.0,5.56
1128,BROWN-FORMAN CORP          ,1276,Jack Daniels Single Barrel,3.87,4.99,50,5611.0,21714.57,5662.0,28253.38,289.35,6538.81,23.14,1.3,1860.5,3.04
10754,PERFECTA WINES             ,10441,Charles Smith Boom Boom Syra,10.95,18.99,750,1978.0,21659.1,1486.0,28219.14,164.76,6560.04,23.25,1.3,839.0,1.77
10754,PERFECTA WINES             ,8458,Agave Underground Tequila,26.27,39.99,750,756.0,19860.12,705.0,28192.95,556.17,8332.83,29.56,1.42,1131.5,0.62
3252,E & J GALLO WINERY         ,7261,Gallo X Dry Vermouth,3.61,5.49,750,5160.0,18627.6,5135.0,28191.15,567.27,9563.55,33.92,1.51,1395.5,3.68
9744,FREDERICK WILDMAN & SONS   ,19175,Melini Chianti DOCG Riserva,7.38,11.99,750,1875.0,13837.5,2350.0,28176.5,260.9,14339.0,50.89,2.04,1455.5,1.61
2000,SOUTHERN WINE & SPIRITS NE ,13147,F Coppola Directors Pnt Nr,13.01,19.99,750,1465.0,19059.65,1408.0,28145.92,156.66,9086.27,32.28,1.48,244.5,5.76
3252,E & J GALLO WINERY         ,41786,Ecco Domani Colle Pnt Grigio,5.86,8.49,750,3279.0,19214.94,3313.0,28127.37,372.55,8912.43,31.69,1.46,137.0,24.18
9552,M S WALKER INC             ,25575,Louis Latour 14 St Veran Bla,10.73,15.99,750,2864.0,30730.72,1758.0,28110.42,196.89,-2620.3,-9.32,0.91,1106.0,1.59
9165,ULTRA BEVERAGE COMPANY LLP ,22441,Omaka Springs Svgn Bl,10.06,14.99,750,2074.0,20864.44,1874.0,28091.26,208.06,7226.82,25.73,1.35,595.0,3.15
9552,M S WALKER INC             ,25570,Steele Wines Scarlet Lake Cn,4.72,6.99,750,4071.0,19215.12,4018.0,28085.82,448.55,8870.7,31.58,1.46,71.0,56.59
17035,PERNOD RICARD USA          ,1081,Chivas Regal with2 50mLs,29.13,36.99,750,924.0,26916.12,759.0,28075.41,598.17,1159.29,4.13,1.04,543.0,1.4
9165,ULTRA BEVERAGE COMPANY LLP ,686,Midnight Moon Cherry,14.95,18.99,750,1184.0,17700.8,1477.0,28048.23,1165.2,10347.43,36.89,1.58,1696.5,0.87
1128,BROWN-FORMAN CORP          ,13278,Sonoma-Cutrer Pnt Nr,19.86,29.99,750,1068.0,21210.48,934.0,28010.66,103.58,6800.18,24.28,1.32,1181.0,0.79
2450,DJINN SPIRITS LLC          ,8212,Krupnik Spiced Honey Liqueur,16.66,24.99,375,1135.0,18909.1,1120.0,27988.8,439.0,9079.7,32.44,1.48,606.5,1.85
3924,HEAVEN HILL DISTILLERIES   ,3320,Rosita Tequila Wh,6.64,9.29,1000,2863.0,19010.32,3007.0,27935.03,3157.35,8924.71,31.95,1.47,502.0,5.99
9165,ULTRA BEVERAGE COMPANY LLP ,2920,Old Potrero 18th Century,46.15,69.99,750,204.0,9414.6,399.0,27926.01,314.47,18511.41,66.29,2.97,805.5,0.5
4425,MARTIGNETTI COMPANIES,22417,Elouan Pnt Nr Oregon,14.66,21.99,750,1380.0,20230.8,1269.0,27905.31,142.18,7674.51,27.5,1.38,165.0,7.69
90047,CRUSH WINES                ,39062,Shelton Wild Thing Znfdl,12.41,17.99,750,1609.0,19967.69,1550.0,27884.5,171.89,7916.81,28.39,1.4,622.5,2.49
2242,DELICATO VINEYARDS INC     ,12685,Brazin Old Vine Znfdl Lodi,8.38,14.99,750,1847.0,15477.86,1860.0,27881.4,206.33,12403.54,44.49,1.8,589.5,3.16
90047,CRUSH WINES                ,22625,True Myth Cab,6.19,14.99,750,2191.0,13562.29,1858.0,27851.42,206.96,14289.13,51.3,2.05,319.5,5.82
3252,E & J GALLO WINERY         ,24604,Dark Horse Pnt Nr,5.4,7.99,750,3602.0,19450.8,3485.0,27845.15,388.43,8394.35,30.15,1.43,447.5,7.79
653,STATE WINE & SPIRITS   ,24535,Giesen Svgn Bl,7.74,11.99,750,2775.0,21478.5,2320.0,27816.8,258.86,6338.3,22.79,1.3,707.0,3.28
1587,VINEYARD BRANDS INC        ,19782,Marques de Caceres Gran RSV,16.44,24.99,750,1177.0,19349.88,1113.0,27813.87,123.3,8463.99,30.43,1.44,517.0,2.15
10754,PERFECTA WINES             ,16352,Girls in the Vineyard Svgn B,11.48,16.99,750,1730.0,19860.4,1636.0,27795.64,181.79,7935.24,28.55,1.4,354.0,4.62
4692,KOBRAND CORPORATION        ,7266,Fonseca Bin No 27,9.14,14.99,750,2000.0,18280.0,1854.0,27791.46,205.56,9511.46,34.22,1.52,1156.0,1.6
7153,PINE STATE TRADING CO      ,5741,Merry Wh Chocolate Liqueur,9.77,12.99,750,2086.0,20380.22,2139.0,27785.61,1686.92,7405.39,26.65,1.36,1395.5,1.53
7153,PINE STATE TRADING CO      ,3533,Lidestri Pink Limoncello,13.23,17.99,750,1286.0,17013.78,1544.0,27776.56,1217.45,10762.78,38.75,1.63,1450.0,1.06
4425,MARTIGNETTI COMPANIES,33819,Sokol Blosser Evolution Whit,10.8,15.99,750,1694.0,18295.2,1736.0,27758.64,192.51,9463.44,34.09,1.52,734.0,2.37
3252,E & J GALLO WINERY         ,16175,The Naked Grape Moscato,4.69,6.99,750,3946.0,18506.74,3966.0,27722.34,439.76,9215.6,33.24,1.5,966.0,4.11
9165,ULTRA BEVERAGE COMPANY LLP ,25705,Cornerstone WV Pnt Nr 11,13.44,19.49,750,1428.0,19192.32,1422.0,27714.78,159.02,8522.46,30.75,1.44,24.0,59.25
3252,E & J GALLO WINERY         ,3283,New Amsterdam Apple Vodka,10.39,12.99,750,3620.0,37611.8,2131.0,27681.69,1678.45,-9930.11,-35.87,0.74,1687.0,1.26
3252,E & J GALLO WINERY         ,7680,Viniq Shimmery Glow,19.68,24.99,750,1337.0,26312.16,1104.0,27588.96,870.51,1276.8,4.63,1.05,431.0,2.56
9165,ULTRA BEVERAGE COMPANY LLP ,14663,Spellbound Merlot,8.78,15.99,750,1859.0,16322.02,1724.0,27566.76,191.18,11244.74,40.79,1.69,759.5,2.27
17031,FLAG HILL WINERY & VINEYARD,3773,General John Stark Vodka,21.73,29.99,750,996.0,21643.08,919.0,27560.81,724.73,5917.73,21.47,1.27,870.5,1.06
4425,MARTIGNETTI COMPANIES,25506,B Doon The Heart Has Rieslin,5.22,7.99,750,3629.0,18943.38,3441.0,27493.59,383.2,8550.21,31.1,1.45,278.0,12.38
3664,WILLIAM GRANT & SONS INC   ,4235,Sailor Jerry Spiced Rum,7.57,9.99,375,3811.0,28849.27,2752.0,27492.48,1078.75,-1356.79,-4.94,0.95,1329.0,2.07
4425,MARTIGNETTI COMPANIES,8929,Sebastiani Chard Sonoma,5.8,8.99,750,2641.0,15317.8,3057.0,27482.43,340.22,12164.63,44.26,1.79,1426.0,2.14
4425,MARTIGNETTI COMPANIES,22662,Trefethen Chard Napa,21.19,31.99,750,930.0,19706.7,858.0,27447.42,95.17,7740.72,28.2,1.39,613.0,1.4
12546,JIM BEAM BRANDS COMPANY    ,4625,Courvoisier XO Cognac,111.99,139.99,750,266.0,29789.34,196.0,27438.04,154.65,-2351.3,-8.57,0.92,1050.0,0.19
8892,TRINCHERO FAMILY ESTATES   ,22274,Complicated Chard,12.9,19.99,750,1546.0,19943.4,1372.0,27426.28,153.43,7482.88,27.28,1.38,192.0,7.15
1128,BROWN-FORMAN CORP          ,938,Jack Daniels Master Dist VAP,22.55,29.99,750,894.0,20159.7,914.0,27410.86,720.44,7251.16,26.45,1.36,847.0,1.08
2000,SOUTHERN GLAZERS W&S OF NE ,27276,Zaccagnini Rsl,6.12,8.99,750,3444.0,21077.28,3046.0,27383.54,340.15,6306.26,23.03,1.3,524.0,5.81
10754,PERFECTA WINES             ,42399,Grayson Cellars Cab Svgn Pas,6.57,9.99,750,2843.0,18678.51,2741.0,27382.59,305.53,8704.08,31.79,1.47,788.0,3.48
4425,MARTIGNETTI COMPANIES,11891,Penfolds Bin 389 Cab/Shiraz,39.73,64.99,750,336.0,13349.28,421.0,27360.79,47.06,14011.51,51.21,2.05,365.5,1.15
3252,E & J GALLO WINERY         ,25725,Prophecy Svgn Bl,5.4,7.99,750,3902.0,21070.8,3424.0,27357.76,382.21,6286.96,22.98,1.3,748.0,4.58
4425,MARTIGNETTI COMPANIES,3939,Boggy Meadow Switchel Vodka,22.55,29.99,750,975.0,21986.25,911.0,27320.89,718.46,5334.64,19.53,1.24,872.0,1.04
2561,EDRINGTON AMERICAS         ,368,The Macallan 25 Yr Old,1015.62,1299.99,750,25.0,25390.5,21.0,27299.79,16.55,1909.29,6.99,1.08,155.0,0.14
9552,M S WALKER INC             ,12520,Pavao Vinho Verde Adegas Wh,4.72,6.99,750,4047.0,19101.84,3903.0,27281.97,435.37,8180.13,29.98,1.43,566.0,6.9
1392,CONSTELLATION BRANDS INC   ,39599,R M Woodbridge Chard Cal,4.51,7.99,187,3528.0,15911.28,3413.0,27269.87,98.74,11358.59,41.65,1.71,586.5,5.82
3252,E & J GALLO WINERY         ,16393,Alamos Red Mendoza,4.66,9.99,750,2788.0,12992.08,2727.0,27242.73,302.85,14250.65,52.31,2.1,737.5,3.7
4425,MARTIGNETTI COMPANIES,17324,Acrobat King Est Rose Pnt Nr,7.94,11.99,750,2322.0,18436.68,2272.0,27241.28,253.34,8804.6,32.32,1.48,86.0,26.42
4425,MARTIGNETTI COMPANIES,26558,King Est Pnt Nr Ore,16.54,25.99,750,1544.0,25537.76,1048.0,27237.52,116.23,1699.76,6.24,1.07,820.0,1.28
2000,SOUTHERN WINE & SPIRITS NE ,44082,Wente Sandstone Mntry Merlot,9.03,16.99,750,1625.0,14673.75,1603.0,27234.97,177.94,12561.22,46.12,1.86,486.0,3.3
9165,ULTRA BEVERAGE COMPANY LLP ,45770,Bonterra Mendocino Org Znfdl,9.45,13.99,750,1921.0,18153.45,1946.0,27224.54,215.86,9071.09,33.32,1.5,893.5,2.18
